True_Label,LogisticRegression_conf,LogisticRegression_pred,RidgeClassifier_conf,RidgeClassifier_pred,LinearDiscriminantAnalysis_conf,LinearDiscriminantAnalysis_pred,ShrinkageLDA_conf,ShrinkageLDA_pred,QuadraticDiscriminantAnalysis_conf,QuadraticDiscriminantAnalysis_pred,RegularizedQDA_conf,RegularizedQDA_pred,LinearSVC_conf,LinearSVC_pred,SVC_rbf_conf,SVC_rbf_pred,HingeSGDClassifier_conf,HingeSGDClassifier_pred,LogLossSGDClassifier_conf,LogLossSGDClassifier_pred,PolynomialSGDClassifier_conf,PolynomialSGDClassifier_pred,GaussianNB_conf,GaussianNB_pred,DecisionTreeClassifier_conf,DecisionTreeClassifier_pred,FullDecisionTreeClassifier_conf,FullDecisionTreeClassifier_pred,RandomForestClassifier_conf,RandomForestClassifier_pred,KNeighborsClassifier_conf,KNeighborsClassifier_pred,BaggingClassifier_conf,BaggingClassifier_pred,AdaBoostClassifier_conf,AdaBoostClassifier_pred
Graduate,0.04458495912627147,0,0.073909032632719,0,0.015326613289398328,0,0.07278572564322638,0,0.0019089655704889958,0,0.0004159616484939788,0,0.0791056903406924,0,0.1274417202991757,0,0.11712247593119729,0,0.9343186458299851,1,0.23872864941067018,0,0.07985384430132966,0,0.2224497366581446,0,0.27630567256861926,0,0.18,0,0.18533766029442178,0,0.08989107613958185,0,0.3643900362459594,0
Dropout,0.6245074332079275,1,0.612186754189555,1,0.5639223057651661,1,0.47591041068274786,0,0.710119000441416,1,0.7537931009421298,1,0.5424126970539407,1,0.6817218868705993,1,0.454112089043239,0,0.007948166720408656,0,0.4766548142900717,0,0.15000486382854886,0,0.3334012059792381,0,0.5900846865936025,1,0.48,0,0.5722954394963843,1,0.5504541366838531,1,0.36705065500408224,0
Graduate,0.3694464788649505,0,0.34748984728762283,0,0.16020990858990247,0,0.2109640657047075,0,0.008676838096567097,0,0.0004020845755732106,0,0.3748512218569243,0,0.5357008817151757,1,0.11170441617309804,0,9.115216248467561e-09,0,0.7841442731598255,1,1.2362156982531632e-08,0,0.2224497366581446,0,0.5150580063854708,1,0.44,0,0.36486227162246604,0,0.36975643214948634,0,0.4314216655250059,0
Dropout,0.9921931790567335,1,0.9606115554532384,1,0.9882060959839962,1,0.9186744410297449,1,0.9999999858520514,1,0.9975534101283928,1,0.9581230494290992,1,0.9919438849966734,1,0.9022698764424788,1,0.9999999999998758,1,0.5529299908268138,1,0.7355634921127349,1,0.8584911101919378,1,0.716805111408917,1,0.92,1,0.9387142879218171,1,0.9234452372524358,1,0.9022017480505846,1
Graduate,0.017032021158627786,0,0.04659562367356007,0,0.006613900728621891,0,0.03839332043489796,0,8.909916472656387e-05,0,0.0012953701670403812,0,0.045871191878993335,0,0.026368105827988646,0,0.06575320083816727,0,3.639977208536038e-12,0,0.3515851661154138,0,0.016714025432814562,0,0.2224497366581446,0,0.18089079496135552,0,0.1,0,0.08181473741644527,0,0.07321889153268621,0,0.09547705003679352,0
Graduate,0.60511794350027,1,0.5184902233376076,1,0.43621822649522213,0,0.3422825949683922,0,0.9734207973297583,1,0.9897680945371995,1,0.4739214667534338,0,0.6817061539475517,1,0.26813472950471323,0,0.9999999288469906,1,0.43827328276412925,0,0.9968300016672014,1,0.2224497366581446,0,0.47951875971791297,0,0.53,1,0.5873570946276627,1,0.6569470739301547,1,0.5268544053494255,1
Dropout,0.945083309029809,1,0.857272582960346,1,0.9062576678495825,1,0.7584068282158565,1,0.9999999901309066,1,0.9502349605422264,1,0.8604780546675392,1,0.9408179526304168,1,0.8237359771053396,1,0.9999986461239053,1,0.49671202780246926,0,0.572865591023325,1,0.8584911101919378,1,0.716805111408917,1,0.72,1,0.886030424437519,1,0.8771082907402811,1,0.6869252942579724,1
Graduate,0.00963619121072179,0,0.028116018143035305,0,0.003080010588099813,0,0.01634510549423529,0,1.1976780758488998e-06,0,0.0006146094861783106,0,0.03328178024801136,0,0.012488811069603404,0,0.05920228644279213,0,5.031171035341231e-10,0,0.28180279553356335,0,0.006798597531879859,0,0.2224497366581446,0,0.18089079496135552,0,0.02,0,0.08181473741644527,0,0.07251986177952538,0,0.10296205460176984,0
Dropout,0.9986537750698675,1,0.9862536824499923,1,0.9980986619811056,1,0.9790259990100428,1,1.0,1,0.9999939408808424,1,0.986168901365286,1,0.983665084715715,1,0.9614594101485231,1,0.9999999999999999,1,0.7227162922062507,1,0.9274918842840517,1,0.8584911101919378,1,0.716805111408917,1,0.89,1,0.9584833532805019,1,0.9046392488309122,1,0.8823820028047521,1
Graduate,0.06332247508243927,0,0.08984320428148196,0,0.019265289233723615,0,0.07035468373949005,0,0.009003586172590892,0,0.034726525591080894,0,0.09840356270554947,0,0.06302905759636328,0,0.16235055958883632,0,2.140229173919206e-05,0,0.2964428004522003,0,0.031660315645463635,0,0.2224497366581446,0,0.18089079496135552,0,0.14,0,0.26995573885693397,0,0.11308004411776844,0,0.19386524486900358,0
Dropout,0.9982556097412231,1,0.9902507813757996,1,0.9986440034018828,1,0.9731678767603535,1,1.0,1,0.999955377909296,1,0.9868147642880668,1,0.9914305311277795,1,0.9529549917760498,1,0.9999999993221074,1,0.6692646014155497,1,0.9596691803036692,1,0.8584911101919378,1,0.716805111408917,1,0.88,1,0.9584833532805019,1,0.9234452372524358,1,0.8326827568098307,1
Graduate,0.19658491079539675,0,0.19416040085769698,0,0.07293883441039273,0,0.14205187887587367,0,0.0007722320430033825,0,0.014625219062739524,0,0.22484904283611584,0,0.05831845379584936,0,0.25957413776364735,0,0.39922365701861107,0,0.30731366142445926,0,0.02927123485269449,0,0.2224497366581446,0,0.3841038821106492,0,0.26,0,0.08181473741644527,0,0.2008647545520085,0,0.42374109455032355,0
Dropout,0.04905953001457708,0,0.07870738169701683,0,0.016094082332305693,0,0.08974338818980576,0,0.03018377019905342,0,0.03611601328319363,0,0.08752587821295392,0,0.04822418505648952,0,0.21590236512803002,0,0.1573347370572361,0,0.32004813446140845,0,0.4536752270416344,0,0.2224497366581446,0,0.41964312877820714,0,0.33,0,0.08181473741644527,0,0.22650638486622326,0,0.2843266507658003,0
Graduate,0.08082773159943779,0,0.12945580657204803,0,0.036741013450304894,0,0.07640916778132989,0,0.00077463427309549,0,0.011890461247052933,0,0.1335667850764292,0,0.06335094003997273,0,0.2086621605660289,0,0.0001781363084859544,0,0.32197394713629873,0,0.00691675072053468,0,0.2224497366581446,0,0.27630567256861926,0,0.15,0,0.11496078124719625,0,0.09331241974484492,0,0.18402573615280754,0
Graduate,0.1883726482008481,0,0.15742645049798154,0,0.05223720560190226,0,0.2048559034027525,0,0.017159785415602372,0,0.09573914588105148,0,0.21362451100657293,0,0.16584791262464937,0,0.413634306049458,0,1.0818399571732584e-06,0,0.3221953323430243,0,0.17627155673503964,0,0.2224497366581446,0,0.3841038821106492,0,0.43,0,0.08181473741644527,0,0.21649848010706824,0,0.2443045198500493,0
Graduate,0.008504255571463726,0,0.025261600514793224,0,0.00255988986697242,0,0.02693690975134233,0,3.8869376495401307e-07,0,6.222231745114487e-05,0,0.0279383516578098,0,0.15889531008160884,0,0.043282845044128784,0,0.8273540939767561,1,0.09511455719371127,0,0.8314670439763577,1,0.2224497366581446,0,0.18089079496135552,0,0.24,0,0.5852147962501446,1,0.1840865016485022,0,0.09802657116806608,0
Graduate,0.04564759976714894,0,0.07280938383212938,0,0.01395366173557977,0,0.056040521929844433,0,0.0006963368617148747,0,0.006701324710331471,0,0.09183271069081544,0,0.015300075038796384,0,0.13740493875790638,0,2.915702759342942e-06,0,0.2904571071025076,0,0.006805982729486129,0,0.2224497366581446,0,0.18089079496135552,0,0.04,0,0.08181473741644527,0,0.09518964005265299,0,0.20069884916586114,0
Dropout,0.9999308012380071,1,0.997076192484571,1,0.9998754326928903,1,0.9954988885571835,1,1.0,1,0.9999986524601354,1,0.9965162495674008,1,0.9978479480690133,1,0.9890646697939249,1,1.0,1,0.7455483948296935,1,0.9996196306998112,1,0.8584911101919378,1,0.716805111408917,1,0.95,1,0.9670866085048704,1,0.884645556343892,1,0.9454710706990147,1
Graduate,0.0058300791888337145,0,0.020471949724417106,0,0.001849191048148735,0,0.021571740495644476,0,2.006203666426071e-06,0,0.0009949677076326563,0,0.022993167191003618,0,0.026003525049049885,0,0.05035392371320346,0,4.5070613907682855e-12,0,0.33485403301441014,0,0.014004947514199707,0,0.2224497366581446,0,0.2720719731091121,0,0.19,0,0.08181473741644527,0,0.20909908421973888,0,0.24310650306608617,0
Dropout,0.9905467881153814,1,0.9664838028170474,1,0.9922275207491039,1,0.9406549819652867,1,0.9999999999999982,1,0.9999998593207262,1,0.9519353033237558,1,0.7521491290006699,1,0.8205873299247607,1,0.9999993853783453,1,0.7647147340277285,1,0.9996253472568088,1,0.2224497366581446,0,0.5135920242596234,1,0.63,1,0.5946608544681148,1,0.5916017049336467,1,0.5445206668161489,1
Dropout,0.20249699579638558,0,0.18262389024255635,0,0.06410256980315698,0,0.14909141397154213,0,0.0006650995314313033,0,0.014835095684619756,0,0.23259741217049737,0,0.08778953559342294,0,0.31497521862281275,0,0.0008388381877889595,0,0.27597803121899916,0,0.05489518636860295,0,0.2224497366581446,0,0.2929227039628926,0,0.14,0,0.08181473741644527,0,0.15719025799591652,0,0.2470659161908278,0
Graduate,0.026193067619458166,0,0.057464028173693116,0,0.009661647438485188,0,0.07056169370027032,0,4.30784253826734e-07,0,0.0040323919496220465,0,0.06359358207182961,0,0.08032089149284345,0,0.1255695466337701,0,3.736294829081999e-09,0,0.22411169272290438,0,0.03876582673921597,0,0.2224497366581446,0,0.3826378999848017,0,0.25,0,0.28939362366695676,0,0.17899297993895597,0,0.07063928408934764,0
Graduate,0.3545077912949859,0,0.28446689830926253,0,0.14372051084487536,0,0.2586017113882918,0,0.00030482679710666503,0,1.6325644444564928e-06,0,0.32892631547658796,0,0.305518519511726,0,0.29088278016640273,0,0.9999999999999388,1,0.2990412050262645,0,0.6264644510426098,1,0.2224497366581446,0,0.2914567218370451,0,0.41,0,0.1900474690176887,0,0.19227267674732645,0,0.27988310631015223,0
Dropout,0.7640526167932273,1,0.7649751851761148,1,0.7950709950657933,1,0.5479289157413465,1,0.7887373137494358,1,0.5388631220111628,1,0.6684223367683642,1,0.8629855456630959,1,0.6321131609526868,1,0.9132847409467,1,0.467243164635025,0,0.1831396046096932,0,0.8584911101919378,1,0.716805111408917,1,0.9,1,0.3821941393011373,0,0.9054000916364764,1,0.7148451122137711,1
Graduate,0.006495653293329018,0,0.025432580843762743,0,0.002360331501280566,0,0.01537824884171679,0,1.7699437873644524e-08,0,0.0002603375197863528,0,0.027364026768644002,0,0.054644802020276786,0,0.05087234737339432,0,1.9122925465353546e-11,0,0.35909095325945206,0,0.04989177876567861,0,0.2224497366581446,0,0.18089079496135552,0,0.13,0,0.08181473741644527,0,0.12868310187545684,0,0.04196736443563094,0
Graduate,0.005921342774289462,0,0.020052372611458223,0,0.0017098644540975982,0,0.015926430278913828,0,2.688441754231959e-07,0,0.00047655590907047724,0,0.025393266858681884,0,0.010226771413461429,0,0.04812138509295327,0,1.1617373729677638e-11,0,0.334110739691714,0,0.008274981787332207,0,0.2224497366581446,0,0.18089079496135552,0,0.05,0,0.10879412062367226,0,0.10230661690569187,0,0.08274757239298888,0
Dropout,0.9330835446187155,1,0.9207923398458482,1,0.9656790773702331,1,0.8122798542708778,1,0.9999414729217548,1,0.6772185760903104,1,0.8561507785785452,1,0.933623129976578,1,0.7261453988216842,1,0.675757017305104,1,0.3649106685382411,0,0.7755953171000117,1,0.2224497366581446,0,0.6256239332611605,1,0.56,1,0.46202998744635526,0,0.7192466737043361,1,0.5822899066505668,1
Graduate,0.22727112746852385,0,0.22233917623119376,0,0.09506247264516943,0,0.14634170028726157,0,0.0008597363705895378,0,0.008671613436829238,0,0.25715219869425326,0,0.0843184033573423,0,0.32078220100843435,0,0.0022228942943907093,0,0.28665051409933684,0,0.02379527003584779,0,0.2224497366581446,0,0.27630567256861926,0,0.03,0,0.08181473741644527,0,0.09535525869180739,0,0.21739901409414158,0
Dropout,0.2094598047564914,0,0.19246050134457843,0,0.07354004756817556,0,0.15762529852819707,0,0.0004826548237291017,0,0.015981738268641736,0,0.22544045238889282,0,0.15394726230225175,0,0.2479053193382661,0,0.9866488718220193,1,0.27349946510187895,0,0.057872965485173386,0,0.2224497366581446,0,0.18089079496135552,0,0.22,0,0.21848370412517273,0,0.1111738989252367,0,0.23679632023582142,0
Graduate,0.22466257904239184,0,0.2720062803145419,0,0.13630950483866433,0,0.17897715236894418,0,0.002715506811737839,0,0.015412029043491728,0,0.2633313172024529,0,0.154742427879586,0,0.28057650907444814,0,1.6267776707823423e-05,0,0.2623202370259491,0,0.023050415395173985,0,0.2224497366581446,0,0.5302090556538966,1,0.3,0,0.19150432091794575,0,0.24301155636018593,0,0.3896415718690296,0
Dropout,0.7445951915463519,1,0.5087497223359043,1,0.41567323169262405,0,0.4493548060937913,0,0.9999880949260124,1,0.6256552228160469,1,0.6365505978161853,1,0.7337383591936936,1,0.6930865159604507,1,0.9979890168727221,1,0.4369038128869668,0,0.04810607910768014,0,0.8584911101919378,1,0.716805111408917,1,0.84,1,0.5873570946276627,1,0.9165444268572276,1,0.6183627752874438,1
Dropout,0.9621039462872346,1,0.862276214068433,1,0.9195606574443028,1,0.8143013440801953,1,0.9999997882709464,1,0.9904187014622621,1,0.8780550884954466,1,0.8900996912109607,1,0.8418243382252225,1,0.9999999944111209,1,0.5829907472498587,1,0.904037252293658,1,0.8584911101919378,1,0.716805111408917,1,0.81,1,0.9179018914608594,1,0.9115400592261202,1,0.7291218215094182,1
Graduate,0.006792136287745332,0,0.01916339848778077,0,0.001553457798031621,0,0.015787542139568678,0,3.307641489262343e-07,0,0.000653180649335845,0,0.02436181901664607,0,0.018407643835157608,0,0.05079934622129698,0,2.5520014990121354e-09,0,0.30702389177972,0,0.012671899904589671,0,0.2224497366581446,0,0.18089079496135552,0,0.07,0,0.08181473741644527,0,0.08060745005652367,0,0.08891002769641734,0
Dropout,0.3220914359586541,0,0.32619651563363006,0,0.18450133189143658,0,0.22777021536360242,0,0.7258414798850908,1,0.4774048547517216,0,0.32189711534649595,0,0.4337978538906527,0,0.39506360613083513,0,0.0017219370322270056,0,0.39570578880540774,0,0.9920235373427337,1,0.2224497366581446,0,0.4780527775920655,0,0.43,0,0.5376556010713598,1,0.30194411991406955,0,0.4954419454027178,0
Graduate,0.031889804242384745,0,0.06170020992473206,0,0.010435475262946414,0,0.03575906976641874,0,0.0006907621670548985,0,0.005614570273136536,0,0.07535564957040583,0,0.0343695517603232,0,0.13028680685921146,0,1.972039273767656e-06,0,0.3325195669890313,0,0.004457070141957415,0,0.2224497366581446,0,0.2929227039628926,0,0.1,0,0.1900474690176887,0,0.0940292967494184,0,0.04456855640294566,0
Graduate,0.31155972279929434,0,0.356079838979863,0,0.21100434196270035,0,0.2539148926531626,0,0.9817799907480932,1,0.6706506593878765,1,0.3101926729101475,0,0.5087643608056718,1,0.29406861738218437,0,0.4564828308079105,0,0.3966270634947405,0,0.685941116377105,1,0.2224497366581446,0,0.18089079496135552,0,0.32,0,0.7806351630855165,1,0.317221437854241,0,0.41536335221113996,0
Dropout,0.9980110035146397,1,0.9789167046156393,1,0.9965340188574981,1,0.9757217344238202,1,1.0,1,0.9999996468357332,1,0.9818480038072595,1,0.9700728293869467,1,0.9339404012466621,1,0.999999999983248,1,0.594391651328596,1,0.9923149601048246,1,0.2224497366581446,0,0.716805111408917,1,0.78,1,0.8065884165167381,1,0.8609620281167919,1,0.83888820479346,1
Graduate,0.035395648495262555,0,0.05694808396246156,0,0.009204557351469744,0,0.04931677152405367,0,7.426315835500492e-07,0,0.0006630561575343739,0,0.08302533384804947,0,0.030710930848900964,0,0.128078939054183,0,9.646965448695255e-10,0,0.31103868398112217,0,0.01355985882632747,0,0.2224497366581446,0,0.2720719731091121,0,0.06,0,0.08181473741644527,0,0.08608947986016187,0,0.13172659115902327,0
Graduate,0.17643232014599108,0,0.2369275177637081,0,0.10294113739455213,0,0.1984190312484687,0,6.094166046805913e-06,0,0.023757981351622263,0,0.2100885470030832,0,0.14042878471615808,0,0.26358277518375034,0,0.015119062111333625,0,0.23727728456431701,0,0.10847388089433017,0,0.2224497366581446,0,0.3826378999848017,0,0.25,0,0.10548304550218565,0,0.2650839158830649,0,0.13755049623782029,0
Dropout,0.9980448762569932,1,0.9779489708625025,1,0.9963880295401286,1,0.9598289719723595,1,1.0,1,0.9999225551477696,1,0.9781612606140676,1,0.9954327677102413,1,0.9604528049095036,1,0.9999999999998969,1,0.7106270743821896,1,0.8140301521138883,1,0.8584911101919378,1,0.716805111408917,1,0.99,1,0.9670866085048704,1,0.9165444268572276,1,0.8444021014100054,1
Graduate,0.6147348751559232,1,0.6789685075002823,1,0.687595943710739,1,0.5191121221088506,1,0.3764155166813798,0,0.937589433754757,1,0.5472013353396937,1,0.439233735308792,0,0.6207382925521949,1,0.03252339254370329,0,0.4033987266554755,0,0.18580789984038176,0,0.8584911101919378,1,0.716805111408917,1,0.37,0,0.36486227162246604,0,0.6268207779759025,1,0.61491671802257,1
Graduate,0.06896164937657712,0,0.130385890168469,0,0.03700439335397909,0,0.09010489155752777,0,0.0009305150603044291,0,0.02066204773905063,0,0.1186100110413136,0,0.06994208992018705,0,0.2233263032672877,0,4.0966906410533355e-06,0,0.25273776670365267,0,0.015664838318259825,0,0.8584911101919378,1,0.3826378999848017,0,0.25,0,0.1433970163546803,0,0.4737680408479335,0,0.3116710045198407,0
Graduate,0.15341849392303297,0,0.1878546805642891,0,0.06966201040788988,0,0.11693500290024783,0,0.018596826342683132,0,0.04118826550260661,0,0.19247332481152563,0,0.12302980488866033,0,0.23631234550646568,0,0.003015283963831772,0,0.3318200570656143,0,0.01591805927084397,0,0.2224497366581446,0,0.30761121977667,0,0.23,0,0.33113761686118226,0,0.1833513022830486,0,0.4533923232187808,0
Dropout,0.9125359986295015,1,0.6772734948900994,1,0.6852393657725322,1,0.7478170715492929,1,1.0,1,0.9998465032549804,1,0.7767069222173972,1,0.8110719323219973,1,0.7261284443522509,1,0.999211629169073,1,0.5885138073604287,1,0.9999766374158738,1,0.2224497366581446,0,0.5900846865936025,1,0.5,1,0.8738212832009296,1,0.5757471034967149,1,0.5022085758858073,1
Dropout,0.9989549001782315,1,0.984474656489947,1,0.9977281693200125,1,0.9688324820976214,1,1.0,1,0.9999999564813912,1,0.9889205388707936,1,0.9101254071244181,1,0.94436537580518,1,0.9999999999999956,1,0.7717817330032135,1,0.9977287649883443,1,0.8584911101919378,1,0.716805111408917,1,0.85,1,0.8692056107062973,1,0.9046392488309122,1,0.8638787820844749,1
Dropout,0.2388045044725291,0,0.2902921980508265,0,0.14985902466306977,0,0.1838243552312796,0,0.008685292341965944,0,0.04027554749302001,0,0.27310437192182774,0,0.12456813386255387,0,0.28080757003582574,0,0.0479338107953331,0,0.3256659672340846,0,0.033883162218855345,0,0.2224497366581446,0,0.716805111408917,1,0.33,0,0.08181473741644527,0,0.5217462688490011,1,0.36257097382997056,0
Graduate,0.06752474906039807,0,0.06784490600974451,0,0.013290363804694283,0,0.07057754763999535,0,0.00583994497093227,0,0.0017773583117218006,0,0.10762396129631176,0,0.05733048000473797,0,0.14846755986827753,0,0.9880851290926369,1,0.16356667788834864,0,0.032426747509651035,0,0.2224497366581446,0,0.18089079496135552,0,0.19,0,0.19404470764764767,0,0.0922874861524489,0,0.2554034413489526,0
Dropout,0.029774846471442684,0,0.06351756152057171,0,0.011174672430547483,0,0.035115433990714595,0,1.8308427557971045e-07,0,0.0006384830470727447,0,0.07806799566535035,0,0.021717914299207663,0,0.10469301743835506,0,7.626351526957009e-07,0,0.2690000927383173,0,0.0046982146152454345,0,0.2224497366581446,0,0.18089079496135552,0,0.04,0,0.08181473741644527,0,0.08058658962563456,0,0.2798265369462308,0
Dropout,0.9767834963406834,1,0.9361264722490372,1,0.9791051184220458,1,0.9496126357717534,1,0.9999999999999996,1,0.9999980861153966,1,0.8979419267568858,1,0.900522350625947,1,0.7581999285827902,1,0.9999999983473151,1,0.3746234422598752,0,0.9999703308635677,1,0.8584911101919378,1,0.5135920242596234,1,0.75,1,0.648771373805789,1,0.7811709824629526,1,0.8954166421932122,1
Graduate,0.6586840605515121,1,0.7211591722568229,1,0.7466825510478183,1,0.5711330759293214,1,0.45576972923714193,0,0.9677484412244594,1,0.5556767992094832,1,0.5380742209766168,1,0.6380491171584878,1,0.4616666236422865,0,0.4618900946370877,0,0.3300152244379121,0,0.8584911101919378,1,0.6213902338016533,1,0.55,1,0.5391830072721783,1,0.7124268757601477,1,0.4478222316006829,0
Graduate,0.3304691287386996,0,0.4556175033438759,0,0.35381804359889457,0,0.2846753281723009,0,0.736311601751824,1,0.12409661209892335,0,0.33784658998635636,0,0.33268145677381544,0,0.3315631238156317,0,0.014365532530888903,0,0.3696443332459805,0,0.11923518796142042,0,0.2224497366581446,0,0.5150580063854708,1,0.4,0,0.24425121811494893,0,0.44762076045938165,0,0.3201278523764192,0
Graduate,0.03052856184424546,0,0.07003539619606194,0,0.013308513004778977,0,0.04541645883782863,0,0.0004400250429260132,0,0.004153155886235597,0,0.07611382595142413,0,0.015950048255339053,0,0.13107518547719094,0,2.772968072728421e-05,0,0.25272438781378914,0,0.005764878325918319,0,0.2224497366581446,0,0.18089079496135552,0,0.02,0,0.08181473741644527,0,0.06513130325568792,0,0.09581911642285994,0
Dropout,0.9995153546642566,1,0.9943816481189793,1,0.9994589608460269,1,0.9847618363641023,1,1.0,1,0.9999573964146674,1,0.9930472960361619,1,0.9983483635290126,1,0.9769466468767714,1,1.0,1,0.7917440813359876,1,0.9599005987834074,1,0.8584911101919378,1,0.716805111408917,1,0.91,1,0.9670866085048704,1,0.9165444268572276,1,0.9389509625158995,1
Graduate,0.0907414109751904,0,0.1640669826440786,0,0.05679314478234332,0,0.11049750844014483,0,0.8397579802096682,1,0.06854049122609372,0,0.1602726444595276,0,0.16917227035473864,0,0.20310715257912887,0,1.2563812767929505e-08,0,0.1908110790416654,0,0.2045325607709122,0,0.2224497366581446,0,0.18089079496135552,0,0.34,0,0.19150432091794575,0,0.16957921156798839,0,0.3370146261018641,0
Dropout,0.9992918148144442,1,0.9789381556971584,1,0.9960820820576182,1,0.9760436452612866,1,1.0,1,0.9999998250320854,1,0.9879999341812666,1,0.9878084362321764,1,0.9866669647551797,1,1.0,1,0.6839272249251239,1,0.9995073464345475,1,0.8584911101919378,1,0.716805111408917,1,0.84,1,0.9670866085048704,1,0.9234452372524358,1,0.9541999084683581,1
Dropout,0.2558905514517883,0,0.26619955446287913,0,0.12697119227851017,0,0.1661585920480395,0,0.003763303362241625,0,0.03743167289970654,0,0.28081209745943714,0,0.28907189902392094,0,0.37664172084098396,0,0.008628033295949522,0,0.27088374005521326,0,0.020584796220809495,0,0.8584911101919378,1,0.716805111408917,1,0.58,1,0.19481539603943238,0,0.8277032814430669,1,0.38244483190139994,0
Graduate,0.09945383417086939,0,0.12130128789861469,0,0.02937094878340263,0,0.0700026348718229,0,0.0155402116236718,0,0.023985733209860867,0,0.13440032797288468,0,0.10052419520735566,0,0.20075421818996636,0,0.4332483699805707,0,0.3310534647972461,0,0.16515989010936988,0,0.2224497366581446,0,0.18089079496135552,0,0.3,0,0.1616693522086814,0,0.17898635301009386,0,0.3730489895177538,0
Graduate,0.004959260481225858,0,0.017348783914083767,0,0.0013840813018919373,0,0.010864729681514085,0,7.042024677294868e-08,0,0.00031907963149363164,0,0.022587102590723183,0,0.010858407672459405,0,0.06007440987518229,0,2.2654433884383707e-10,0,0.30235175306239426,0,0.005596871119267511,0,0.2224497366581446,0,0.18089079496135552,0,0.02,0,0.08181473741644527,0,0.07132081079398904,0,0.14328873795490762,0
Graduate,0.20576009971297726,0,0.18986945712129114,0,0.07387338368483476,0,0.13387797902562837,0,0.00499828185046552,0,0.0022817530773051493,0,0.22760257925602723,0,0.1851989080606249,0,0.22924080549011708,0,0.9999999853898061,1,0.19601993745301452,0,0.10425665827588683,0,0.2224497366581446,0,0.18089079496135552,0,0.35,0,0.36527778391427224,0,0.27412088825326697,0,0.516978904917831,1
Graduate,0.0064484554817779705,0,0.02121974137983993,0,0.0019124226834413838,0,0.015321593933687483,0,1.60503996310742e-08,0,0.00015746588964529133,0,0.02870012114067797,0,0.007950096687169122,0,0.04977710752148603,0,3.502975687297294e-12,0,0.3011527612915365,0,0.0021514234175223196,0,0.2224497366581446,0,0.18089079496135552,0,0.0,0,0.08181473741644527,0,0.06513130325568792,0,0.047758112050676704,0
Dropout,0.9999462419002646,1,0.996006021461897,1,0.9996882769930476,1,0.9956841862105452,1,1.0,1,0.9999999999999987,1,0.9976793915987479,1,0.8829618292470864,1,0.9671095589741956,1,1.0,1,0.9343289448310884,1,0.9999999394827643,1,0.8584911101919378,1,0.716805111408917,1,0.82,1,0.9334987569523456,1,0.9234452372524358,1,0.9654086153884691,1
Graduate,0.02157517368782047,0,0.05933447330486432,0,0.010018900600109348,0,0.03630476434952501,0,1.8756001001344326e-07,0,0.0011170691726494675,0,0.06102235409896264,0,0.04488572424278322,0,0.09496443363180322,0,5.271773018122872e-09,0,0.2738031197007716,0,0.0075203663053378085,0,0.2224497366581446,0,0.18089079496135552,0,0.04,0,0.08181473741644527,0,0.06513130325568792,0,0.1170159512554435,0
Dropout,0.017337915355048805,0,0.03293692508516895,0,0.0038329294980535833,0,0.024981927294225326,0,2.5064463751311985e-08,0,0.00023402803370442692,0,0.051031767124411244,0,0.0133183975251182,0,0.07684224421960324,0,4.949081189309368e-08,0,0.28554379218577486,0,0.001759352773115355,0,0.2224497366581446,0,0.18089079496135552,0,0.03,0,0.18533766029442178,0,0.07439708208733345,0,0.17509980793942898,0
Dropout,0.9310444796240517,1,0.7811647648820227,1,0.826626418239769,1,0.7268112124641832,1,0.9999999999999998,1,0.998227158685352,1,0.8389668618152593,1,0.8708850233048875,1,0.7510846303043829,1,0.9997251805386482,1,0.28047554411902115,0,0.9524515674129311,1,0.2224497366581446,0,0.5150580063854708,1,0.65,1,0.8142507420266583,1,0.6535901764920508,1,0.7056687200448806,1
Dropout,0.03323572720648338,0,0.06889620038174923,0,0.013051929348007363,0,0.04151430658549815,0,3.0169672944661355e-08,0,0.0003607099513125769,0,0.0835850696206663,0,0.025751756890650696,0,0.11534844912704427,0,8.373777926617976e-08,0,0.31022491665281493,0,0.003340083679109412,0,0.2224497366581446,0,0.18089079496135552,0,0.1,0,0.08181473741644527,0,0.09801270207913941,0,0.05765882365247954,0
Dropout,0.9970802355607564,1,0.9409079461986085,1,0.9815200876654249,1,0.9446463493534272,1,1.0,1,0.9999998057133983,1,0.9765567562840989,1,0.9737884019347183,1,0.9417504966005208,1,0.9999999999886625,1,0.8491561889874903,1,0.9990296613340733,1,0.8584911101919378,1,0.716805111408917,1,0.9,1,0.9670866085048704,1,0.9234452372524358,1,0.8987974274714141,1
Graduate,0.009369284699605851,0,0.02856791268358534,0,0.0032398260906976173,0,0.022633109025829268,0,1.198049915072003e-07,0,0.00030234228794826385,0,0.03683619689318194,0,0.01660034911808314,0,0.05885003923420491,0,6.161737786669619e-12,0,0.3340005034262883,0,0.003619577302228271,0,0.2224497366581446,0,0.18089079496135552,0,0.03,0,0.08181473741644527,0,0.06513130325568792,0,0.16843663148551719,0
Dropout,0.9964958591515964,1,0.9826660806030315,1,0.9967222474630099,1,0.9597749496012037,1,0.9999998825891283,1,0.9999140836568395,1,0.9724160210529254,1,0.9728507037763005,1,0.769608651871591,1,0.9999999999999991,1,0.5325933877654713,1,0.9999893720355606,1,0.2224497366581446,0,0.716805111408917,1,0.52,1,0.9670866085048704,1,0.5373273451676308,1,0.7917465390791014,1
